track_name,artist_names,streams,bpm,music_key,music_mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
Attention,NewJeans,264717480,105,A#,Minor,0.81,0.7,0.65,0.24,0.0,0.08,0.04
THE SHADE,Rex Orange County,244928911,120,F,Major,0.9,0.73,0.51,0.39,0.0,0.09,0.06
"Come Back Home - From ""Purple Hearts""",Sofia Carson,97610446,145,G,Major,0.56,0.43,0.53,0.24,0.0,0.12,0.04
El Rescate,"Grupo Marca Registrada, Junior H",287278853,99,G,Minor,0.79,0.64,0.59,0.28,0.0,0.11,0.14
Heartless,Kanye West,887906111,88,A#,Minor,0.79,0.66,0.65,0.05,0.0,0.25,0.14
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",123473120,126,A,Major,0.81,0.9,0.73,0.28,0.0,0.29,0.04
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",295152154,136,,Major,0.77,0.71,0.75,0.33,0.01,0.13,0.04
JGL,"Luis R Conriquez, La Adictiva",323455692,113,G#,Major,0.7,0.97,0.59,0.55,0.0,0.27,0.12
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",240918092,132,B,Major,0.82,0.49,0.88,0.2,0.0,0.21,0.03
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",191873381,135,G#,Major,0.77,0.74,0.74,0.47,0.0,0.34,0.08
Hold Me Closer,"Elton John, Britney Spears",284216603,126,,Major,0.67,0.49,0.77,0.11,0.0,0.19,0.11
Forget Me,Lewis Capaldi,239411309,102,C#,Minor,0.67,0.72,0.74,0.3,0.0,0.36,0.04
After LIKE,IVE,265548837,125,,Major,0.68,0.8,0.92,0.1,0.0,0.09,0.12
Bound 2,Kanye West,703301727,149,C#,Major,0.37,0.28,0.66,0.14,0.0,0.09,0.05
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",244585109,137,,Major,0.74,0.71,0.89,0.24,0.61,0.15,0.05
Talk that Talk,TWICE,189476119,120,D#,Minor,0.77,0.78,0.91,0.14,0.0,0.33,0.12
BILLIE EILISH.,Armani White,277132266,100,C#,Major,0.9,0.75,0.5,0.11,0.0,0.09,0.26
Ferxxo 100,Feid,278920007,164,G#,Minor,0.7,0.58,0.57,0.25,0.0,0.15,0.07
KU LO SA - A COLORS SHOW,Oxlade,222410722,93,A#,Minor,0.65,0.79,0.66,0.31,0.0,0.22,0.07
Prohibidox,Feid,185392587,180,C#,Minor,0.65,0.52,0.8,0.05,0.0,0.06,0.25
Static,Steve Lacy,202452860,79,C#,Major,0.34,0.22,0.31,0.43,0.63,0.1,0.07
The Scientist,Coldplay,1608164312,146,F,Major,0.56,0.21,0.44,0.73,0.0,0.11,0.02
Sparks,Coldplay,624101957,103,C#,Major,0.37,0.17,0.27,0.75,0.05,0.1,0.03
Talk,YEAT,148461629,140,E,Minor,0.7,0.26,0.76,0.08,0.0,0.54,0.23
XQ Te Pones Asï¿,"Yandel, Feid",47093942,92,A#,Major,0.81,0.48,0.7,0.13,0.0,0.15,0.07
Selfish,PnB Rock,380319238,102,C#,Minor,0.64,0.04,0.6,0.11,0.0,0.19,0.04
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",209106362,118,B,Minor,0.82,0.75,0.85,0.33,0.01,0.11,0.04
Lady Mi Amor,Feid,53987404,93,D,Major,0.78,0.75,0.62,0.06,0.0,0.15,0.06
Poland,Lil Yachty,115331792,150,F,Minor,0.7,0.26,0.56,0.14,0.83,0.11,0.05
THE LONELIEST,Mï¿½ï¿½ne,225093344,130,D,Major,0.52,0.24,0.6,0.0,0.0,0.08,0.03
Bye Bye,"Marshmello, Juice WRLD",84697729,83,D#,Minor,0.65,0.24,0.53,0.06,0.0,0.51,0.04
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",159240673,102,A,Major,0.84,0.43,0.75,0.05,0.0,0.06,0.08
Nxde,(G)I-DLE,170709584,136,E,Minor,0.73,0.65,0.91,0.04,0.0,0.48,0.18
Miss You,Southstar,154356956,145,A,Major,0.66,0.24,0.58,0.17,0.0,0.19,0.05
we fell in love in october,girl in red,723043854,130,G,Major,0.57,0.24,0.37,0.11,0.18,0.16,0.03
2 Be Loved (Am I Ready),Lizzo,247689123,156,G,Major,0.72,0.92,0.77,0.09,0.0,0.08,0.11
Celestial,Ed Sheeran,176474912,123,D,Major,0.57,0.5,0.85,0.05,0.0,0.16,0.04
Typa Girl,BLACKPINK,235549288,132,G,Major,0.92,0.53,0.62,0.07,0.0,0.63,0.1
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",140430339,125,D#,Minor,0.49,0.13,0.74,0.0,0.0,0.09,0.04
California Breeze,Lil Baby,85559365,162,F,Minor,0.74,0.22,0.67,0.0,0.0,0.11,0.46
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",146223492,138,A#,Major,0.8,0.82,0.81,0.14,0.0,0.13,0.36
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",187701588,161,A#,Minor,0.59,0.62,0.6,0.12,0.0,0.05,0.44
Major Distribution,"Drake, 21 Savage",154863153,131,G#,Minor,0.91,0.23,0.55,0.01,0.0,0.07,0.32
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",191333656,122,E,Minor,0.75,0.45,0.63,0.06,0.0,0.35,0.12
Vigilante Shit,Taylor Swift,253650850,80,E,Minor,0.8,0.16,0.28,0.17,0.0,0.12,0.39
Question...?,Taylor Swift,223064273,109,G,Major,0.75,0.11,0.5,0.2,0.0,0.3,0.17
On BS,"Drake, 21 Savage",170413877,158,A,Major,0.84,0.33,0.36,0.02,0.0,0.39,0.59
Mastermind,Taylor Swift,218320587,126,E,Major,0.66,0.12,0.35,0.55,0.0,0.09,0.14
Circo Loco,"Drake, 21 Savage",141720999,104,C#,Major,0.73,0.25,0.61,0.01,0.0,0.32,0.07
Labyrinth,Taylor Swift,187339835,110,,Major,0.48,0.15,0.31,0.8,0.22,0.12,0.04
Spin Bout U,"Drake, 21 Savage",198365537,130,G,Major,0.77,0.2,0.7,0.01,0.0,0.16,0.05
Sweet Nothing,Taylor Swift,186104310,177,,Major,0.34,0.39,0.16,0.97,0.0,0.12,0.05
"Would've, Could've, Should've",Taylor Swift,177503916,158,G,Major,0.48,0.55,0.84,0.43,0.0,0.15,0.12
Con La Brisa,"Ludwig Goransson, Foudeqush",71095708,114,D,Minor,0.62,0.25,0.44,0.51,0.33,0.14,0.03
Privileged Rappers,"Drake, 21 Savage",112436403,144,F,Major,0.93,0.62,0.61,0.0,0.0,0.12,0.2
The Astronaut,Jin,203436468,125,F,Major,0.54,0.22,0.76,0.0,0.0,0.14,0.03
BackOutsideBoyz,Drake,93367537,142,F,Minor,0.85,0.4,0.43,0.04,0.0,0.39,0.32
Broke Boys,"Drake, 21 Savage",106249219,120,D,Major,0.64,0.11,0.53,0.01,0.0,0.25,0.27
The Great War,Taylor Swift,181382590,96,F,Major,0.57,0.55,0.74,0.22,0.0,0.08,0.04
My Mind & Me,Selena Gomez,91473363,144,A,Major,0.6,0.24,0.39,0.57,0.0,0.08,0.03
Bigger Than The Whole Sky,Taylor Swift,121871870,166,F#,Major,0.42,0.07,0.24,0.83,0.01,0.12,0.06
A Veces (feat. Feid),"Feid, Paulo Londra",73513683,92,C#,Major,0.8,0.81,0.67,0.04,0.0,0.08,0.06
En La De Ella,"Feid, Sech, Jhayco",133895612,97,C#,Major,0.82,0.67,0.77,0.08,0.0,0.12,0.05
Alone,Burna Boy,96007391,90,E,Minor,0.61,0.32,0.67,0.15,0.0,0.11,0.05
